==========================================================================================
Speedup Comparison Report
==========================================================================================
Baseline   : results/1C.fullBW.berti_pythia_sms_default.csv
Experiment : results/1C.fullBW.berti_pythia_sms_4096sets_default.csv
------------------------------------------------------------------------------------------
Trace Name                                                                                  | IPC Base   | IPC Exp    | Speedup   
ai-ml/llama2.c-stories15M.2                                                                 | 2.1750     | 2.1770     | 1.0009    *
ai-ml/llama2.c-stories15M.3                                                                 | 2.0970     | 2.1430     | 1.0219    *
ai-ml/llama2.c-stories42M.1                                                                 | 2.2190     | 2.2100     | 0.9959   
ai-ml/llama2.c-stories42M.2                                                                 | 2.2100     | 2.2080     | 0.9991   
ai-ml/llama2.c-stories42M.3                                                                 | 2.2180     | 2.2180     | 1.0000    
ai-ml/rwkv_trace_1                                                                          | 0.1168     | 0.1164     | 0.9966   
ai-ml/rwkv_trace_2                                                                          | 0.6813     | 0.6813     | 1.0000    
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.1                                                   | 2.3520     | 2.3520     | 1.0000    
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.2                                                   | 2.6760     | 2.6750     | 0.9996   
ai-ml/stable-diffusion.cpp-v1-5-pruned-emaonly.2                                            | 2.6470     | 2.6470     | 1.0000    
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.1                                         | 1.7990     | 1.7970     | 0.9989   
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.2                                         | 2.6050     | 2.6050     | 1.0000    
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.3                                         | 2.6750     | 2.6750     | 1.0000    
ai-ml/vit.cpp-base-ggml-model-f16.gguf.armadillo.1                                          | 3.4030     | 3.3960     | 0.9979   
ai-ml/vit.cpp-large-ggml-model-f16.gguf.armadillo.1                                         | 3.4690     | 3.4700     | 1.0003    *
ai-ml/whisper_trace_1                                                                       | 2.9750     | 2.9750     | 1.0000    
ai-ml/whisper_trace_2                                                                       | 2.9890     | 2.9860     | 0.9990   
ai-ml/whisper_trace_3                                                                       | 2.9850     | 2.9830     | 0.9993   
gtraces_v2/arizona_0000                                                                     | 1.7380     | 1.7620     | 1.0138    *
gtraces_v2/arizona_0001                                                                     | 1.7310     | 1.7540     | 1.0133    *
gtraces_v2/arizona_0002                                                                     | 1.9810     | 2.0690     | 1.0444    *
gtraces_v2/charlie_0000                                                                     | 1.3690     | 1.4230     | 1.0394    *
gtraces_v2/charlie_0001                                                                     | 1.2830     | 1.3350     | 1.0405    *
gtraces_v2/charlie_0002                                                                     | 0.8703     | 0.8998     | 1.0339    *
gtraces_v2/charlie_0003                                                                     | 0.7961     | 0.8154     | 1.0242    *
gtraces_v2/charlie_0004                                                                     | 0.9930     | 1.0230     | 1.0302    *
gtraces_v2/merced_0000                                                                      | 0.7642     | 0.8158     | 1.0675    *
gtraces_v2/merced_0001                                                                      | 0.5890     | 0.6338     | 1.0761    *
gtraces_v2/merced_0002                                                                      | 0.6257     | 0.6766     | 1.0813    *
gtraces_v2/merced_0003                                                                      | 0.5847     | 0.6330     | 1.0826    *
gtraces_v2/merced_0004                                                                      | 0.6617     | 0.7202     | 1.0884    *
gtraces_v2/sierra.a.3_0000                                                                  | 0.4426     | 0.5378     | 1.2151    *
gtraces_v2/sierra.a.3_0001                                                                  | 0.5416     | 0.6332     | 1.1691    *
gtraces_v2/sierra.a.3_0002                                                                  | 0.5236     | 0.6232     | 1.1902    *
gtraces_v2/sierra.a.3_0003                                                                  | 0.5207     | 0.6200     | 1.1907    *
gtraces_v2/sierra.a.3_0004                                                                  | 0.5054     | 0.6040     | 1.1951    *
gtraces_v2/sierra.a.4_0000                                                                  | 0.4556     | 0.5148     | 1.1299    *
gtraces_v2/sierra.a.4_0001                                                                  | 0.3885     | 0.4494     | 1.1568    *
gtraces_v2/sierra.a.4_0002                                                                  | 0.4035     | 0.4618     | 1.1445    *
gtraces_v2/sierra.a.4_0003                                                                  | 0.4526     | 0.5110     | 1.1290    *
gtraces_v2/sierra.a.4_0004                                                                  | 0.4766     | 0.5303     | 1.1127    *
gtraces_v2/sierra.a.6_0000                                                                  | 0.5020     | 0.5933     | 1.1819    *
gtraces_v2/sierra.a.6_0001                                                                  | 0.4713     | 0.5610     | 1.1903    *
gtraces_v2/sierra.a.6_0002                                                                  | 0.4761     | 0.5707     | 1.1987    *
gtraces_v2/sierra.a.6_0003                                                                  | 0.4559     | 0.5437     | 1.1926    *
gtraces_v2/sierra.a.6_0004                                                                  | 0.4799     | 0.5827     | 1.2142    *
gtraces_v2/tahoe_0000                                                                       | 0.6522     | 0.7286     | 1.1171    *
gtraces_v2/tahoe_0001                                                                       | 0.5448     | 0.6065     | 1.1133    *
gtraces_v2/tahoe_0002                                                                       | 0.7568     | 0.7766     | 1.0262    *
gtraces_v2/tahoe_0003                                                                       | 0.5380     | 0.6056     | 1.1257    *
gtraces_v2/tahoe_0004                                                                       | 0.6573     | 0.7205     | 1.0962    *
gtraces_v2/tango_0000                                                                       | 0.6038     | 0.6925     | 1.1469    *
gtraces_v2/tango_0001                                                                       | 0.6903     | 0.7753     | 1.1231    *
gtraces_v2/tango_0002                                                                       | 0.6240     | 0.7137     | 1.1438    *
gtraces_v2/tango_0003                                                                       | 0.5695     | 0.6652     | 1.1680    *
gtraces_v2/tango_0004                                                                       | 0.6285     | 0.7211     | 1.1473    *
gtraces_v2/yankee_0000                                                                      | 0.5839     | 0.6640     | 1.1372    *
gtraces_v2/yankee_0001                                                                      | 0.5964     | 0.6764     | 1.1341    *
gtraces_v2/yankee_0002                                                                      | 0.7279     | 0.8335     | 1.1451    *
gtraces_v2/yankee_0003                                                                      | 0.5986     | 0.6924     | 1.1567    *
gtraces_v2/yankee_0004                                                                      | 0.5880     | 0.6860     | 1.1667    *
----------------------------------------------------------------------------------------------------------------------------------
Summary (131 valid traces):
Geometric Mean Speedup : 1.0375
Arithmetic Mean Speedup: 1.0395
==========================================================================================
