==========================================================================================
Speedup Comparison Report
==========================================================================================
Baseline   : results/1C.fullBW.berti_pythia_sms_default.csv
Experiment : results/1C.fullBW.cmc_pythia_sms_default.csv
------------------------------------------------------------------------------------------
Trace Name                                                                                  | IPC Base   | IPC Exp    | Speedup   
ai-ml/llama2.c-stories15M.2                                                                 | 2.1750     | 2.0590     | 0.9467   
ai-ml/llama2.c-stories15M.3                                                                 | 2.0970     | 1.9820     | 0.9452   
ai-ml/llama2.c-stories42M.1                                                                 | 2.2190     | 1.9350     | 0.8720   
ai-ml/llama2.c-stories42M.2                                                                 | 2.2100     | 1.9400     | 0.8778   
ai-ml/llama2.c-stories42M.3                                                                 | 2.2180     | 1.9230     | 0.8670   
ai-ml/rwkv_trace_1                                                                          | 0.1168     | 0.1168     | 1.0000    
ai-ml/rwkv_trace_2                                                                          | 0.6813     | 0.6796     | 0.9975   
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.1                                                   | 2.3520     | 2.3530     | 1.0004    *
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.2                                                   | 2.6760     | 2.6850     | 1.0034    *
ai-ml/stable-diffusion.cpp-v1-5-pruned-emaonly.2                                            | 2.6470     | 2.5530     | 0.9645   
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.1                                         | 1.7990     | 1.8080     | 1.0050    *
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.2                                         | 2.6050     | 2.6200     | 1.0058    *
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.3                                         | 2.6750     | 2.6850     | 1.0037    *
ai-ml/vit.cpp-base-ggml-model-f16.gguf.armadillo.1                                          | 3.4030     | 3.3790     | 0.9929   
ai-ml/vit.cpp-large-ggml-model-f16.gguf.armadillo.1                                         | 3.4690     | 3.4380     | 0.9911   
ai-ml/whisper_trace_1                                                                       | 2.9750     | 2.9640     | 0.9963   
ai-ml/whisper_trace_2                                                                       | 2.9890     | 2.9780     | 0.9963   
ai-ml/whisper_trace_3                                                                       | 2.9850     | 2.9850     | 1.0000    
gtraces_v2/arizona_0000                                                                     | 1.7380     | 1.6960     | 0.9758   
gtraces_v2/arizona_0001                                                                     | 1.7310     | 1.7010     | 0.9827   
gtraces_v2/arizona_0002                                                                     | 1.9810     | 1.9730     | 0.9960   
gtraces_v2/charlie_0000                                                                     | 1.3690     | 1.1780     | 0.8605   
gtraces_v2/charlie_0001                                                                     | 1.2830     | 1.0750     | 0.8379   
gtraces_v2/charlie_0002                                                                     | 0.8703     | 0.7866     | 0.9038   
gtraces_v2/charlie_0003                                                                     | 0.7961     | 0.7629     | 0.9583   
gtraces_v2/charlie_0004                                                                     | 0.9930     | 0.9695     | 0.9763   
gtraces_v2/merced_0000                                                                      | 0.7642     | 0.7587     | 0.9928   
gtraces_v2/merced_0001                                                                      | 0.5890     | 0.5856     | 0.9942   
gtraces_v2/merced_0002                                                                      | 0.6257     | 0.6163     | 0.9850   
gtraces_v2/merced_0003                                                                      | 0.5847     | 0.5826     | 0.9964   
gtraces_v2/merced_0004                                                                      | 0.6617     | 0.6537     | 0.9879   
gtraces_v2/sierra.a.3_0000                                                                  | 0.4426     | 0.4629     | 1.0459    *
gtraces_v2/sierra.a.3_0001                                                                  | 0.5416     | 0.5547     | 1.0242    *
gtraces_v2/sierra.a.3_0002                                                                  | 0.5236     | 0.5436     | 1.0382    *
gtraces_v2/sierra.a.3_0003                                                                  | 0.5207     | 0.5381     | 1.0334    *
gtraces_v2/sierra.a.3_0004                                                                  | 0.5054     | 0.5207     | 1.0303    *
gtraces_v2/sierra.a.4_0000                                                                  | 0.4556     | 0.4633     | 1.0169    *
gtraces_v2/sierra.a.4_0001                                                                  | 0.3885     | 0.3963     | 1.0201    *
gtraces_v2/sierra.a.4_0002                                                                  | 0.4035     | 0.4130     | 1.0235    *
gtraces_v2/sierra.a.4_0003                                                                  | 0.4526     | 0.4581     | 1.0122    *
gtraces_v2/sierra.a.4_0004                                                                  | 0.4766     | 0.4780     | 1.0029    *
gtraces_v2/sierra.a.6_0000                                                                  | 0.5020     | 0.5211     | 1.0380    *
gtraces_v2/sierra.a.6_0001                                                                  | 0.4713     | 0.4785     | 1.0153    *
gtraces_v2/sierra.a.6_0002                                                                  | 0.4761     | 0.4939     | 1.0374    *
gtraces_v2/sierra.a.6_0003                                                                  | 0.4559     | 0.4700     | 1.0309    *
gtraces_v2/sierra.a.6_0004                                                                  | 0.4799     | 0.5030     | 1.0481    *
gtraces_v2/tahoe_0000                                                                       | 0.6522     | 0.6589     | 1.0103    *
gtraces_v2/tahoe_0001                                                                       | 0.5448     | 0.5451     | 1.0006    *
gtraces_v2/tahoe_0002                                                                       | 0.7568     | 0.7161     | 0.9462   
gtraces_v2/tahoe_0003                                                                       | 0.5380     | 0.5417     | 1.0069    *
gtraces_v2/tahoe_0004                                                                       | 0.6573     | 0.6593     | 1.0030    *
gtraces_v2/tango_0000                                                                       | 0.6038     | 0.6093     | 1.0091    *
gtraces_v2/tango_0001                                                                       | 0.6903     | 0.6943     | 1.0058    *
gtraces_v2/tango_0002                                                                       | 0.6240     | 0.6289     | 1.0079    *
gtraces_v2/tango_0003                                                                       | 0.5695     | 0.5797     | 1.0179    *
gtraces_v2/tango_0004                                                                       | 0.6285     | 0.6287     | 1.0003    *
gtraces_v2/yankee_0000                                                                      | 0.5839     | 0.5796     | 0.9926   
gtraces_v2/yankee_0001                                                                      | 0.5964     | 0.5939     | 0.9958   
gtraces_v2/yankee_0002                                                                      | 0.7279     | 0.7298     | 1.0026    *
gtraces_v2/yankee_0003                                                                      | 0.5986     | 0.5985     | 0.9998   
gtraces_v2/yankee_0004                                                                      | 0.5880     | 0.5896     | 1.0027    *
----------------------------------------------------------------------------------------------------------------------------------
Summary (131 valid traces):
Geometric Mean Speedup : 0.9824
Arithmetic Mean Speedup: 0.9834
==========================================================================================
