==========================================================================================
Speedup Comparison Report
==========================================================================================
Baseline   : results/1C.fullBW.baseline_updatePythia.csv
Experiment : results/1C.fullBW.cmc_pythia_sms_default.csv
------------------------------------------------------------------------------------------
Trace Name                                                                                  | IPC Base   | IPC Exp    | Speedup   
ai-ml/bark.cpp-bark-small.coarse_token_gen.4                                                | 2.5640     | 2.6370     | 1.0285    *
ai-ml/bark.cpp-bark-small.coarse_token_gen.5                                                | 1.7620     | 1.8460     | 1.0477    *
ai-ml/biogpt.cpp-ggml-model-tocilizumab.1                                                   | 0.5219     | 0.5883     | 1.1272    *
ai-ml/biogpt.cpp-ggml-model-tocilizumab.2                                                   | 0.5260     | 0.5961     | 1.1333    *
ai-ml/biogpt.cpp-ggml-model-tocilizumab.3                                                   | 0.5216     | 0.5924     | 1.1357    *
ai-ml/clip_trace_1                                                                          | 3.4740     | 3.5190     | 1.0130    *
ai-ml/clip_trace_3                                                                          | 3.1220     | 3.1760     | 1.0173    *
ai-ml/llama2.c-stories110M.1                                                                | 1.5930     | 1.7980     | 1.1287    *
ai-ml/llama2.c-stories110M.2                                                                | 1.5940     | 1.8310     | 1.1487    *
ai-ml/llama2.c-stories110M.3                                                                | 1.5820     | 1.8230     | 1.1523    *
ai-ml/llama2.c-stories15M.1                                                                 | 1.7250     | 2.0010     | 1.1600    *
ai-ml/llama2.c-stories15M.2                                                                 | 1.7240     | 2.0590     | 1.1943    *
ai-ml/llama2.c-stories15M.3                                                                 | 1.8260     | 1.9820     | 1.0854    *
ai-ml/llama2.c-stories42M.1                                                                 | 1.7780     | 1.9350     | 1.0883    *
ai-ml/llama2.c-stories42M.2                                                                 | 1.7760     | 1.9400     | 1.0923    *
ai-ml/llama2.c-stories42M.3                                                                 | 1.7800     | 1.9230     | 1.0803    *
ai-ml/rwkv_trace_1                                                                          | 0.1144     | 0.1168     | 1.0210    *
ai-ml/rwkv_trace_2                                                                          | 0.5776     | 0.6796     | 1.1766    *
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.1                                                   | 2.2570     | 2.3530     | 1.0425    *
ai-ml/stable-diffusion.cpp-sd-v1-4.ckpt.2                                                   | 2.6000     | 2.6850     | 1.0327    *
ai-ml/stable-diffusion.cpp-v1-5-pruned-emaonly.2                                            | 2.5710     | 2.5530     | 0.9930   
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.1                                         | 1.7900     | 1.8080     | 1.0101    *
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.2                                         | 2.5300     | 2.6200     | 1.0356    *
ai-ml/stable-diffusion.cpp-v2-1_768-nonema-pruned.3                                         | 2.5950     | 2.6850     | 1.0347    *
ai-ml/vit.cpp-base-ggml-model-f16.gguf.armadillo.1                                          | 3.2890     | 3.3790     | 1.0274    *
ai-ml/vit.cpp-large-ggml-model-f16.gguf.armadillo.1                                         | 3.3600     | 3.4380     | 1.0232    *
ai-ml/whisper_trace_1                                                                       | 2.9050     | 2.9640     | 1.0203    *
ai-ml/whisper_trace_2                                                                       | 2.9210     | 2.9780     | 1.0195    *
ai-ml/whisper_trace_3                                                                       | 2.9190     | 2.9850     | 1.0226    *
gtraces_v2/arizona_0000                                                                     | 1.7210     | 1.6960     | 0.9855   
gtraces_v2/arizona_0001                                                                     | 1.7160     | 1.7010     | 0.9913   
gtraces_v2/arizona_0002                                                                     | 1.9750     | 1.9730     | 0.9990   
gtraces_v2/charlie_0000                                                                     | 1.3520     | 1.1780     | 0.8713   
gtraces_v2/charlie_0001                                                                     | 1.2560     | 1.0750     | 0.8559   
gtraces_v2/charlie_0002                                                                     | 0.8648     | 0.7866     | 0.9096   
gtraces_v2/charlie_0003                                                                     | 0.7798     | 0.7629     | 0.9783   
gtraces_v2/charlie_0004                                                                     | 0.9853     | 0.9695     | 0.9840   
gtraces_v2/merced_0000                                                                      | 0.7673     | 0.7587     | 0.9888   
gtraces_v2/merced_0001                                                                      | 0.5960     | 0.5856     | 0.9826   
gtraces_v2/merced_0002                                                                      | 0.6342     | 0.6163     | 0.9718   
gtraces_v2/merced_0003                                                                      | 0.5871     | 0.5826     | 0.9923   
gtraces_v2/merced_0004                                                                      | 0.6696     | 0.6537     | 0.9763   
gtraces_v2/sierra.a.3_0000                                                                  | 0.4481     | 0.4629     | 1.0330    *
gtraces_v2/sierra.a.3_0001                                                                  | 0.5450     | 0.5547     | 1.0178    *
gtraces_v2/sierra.a.3_0002                                                                  | 0.5278     | 0.5436     | 1.0299    *
gtraces_v2/sierra.a.3_0003                                                                  | 0.5269     | 0.5381     | 1.0213    *
gtraces_v2/sierra.a.3_0004                                                                  | 0.5065     | 0.5207     | 1.0280    *
gtraces_v2/sierra.a.4_0000                                                                  | 0.4547     | 0.4633     | 1.0189    *
gtraces_v2/sierra.a.4_0001                                                                  | 0.3883     | 0.3963     | 1.0206    *
gtraces_v2/sierra.a.4_0002                                                                  | 0.4040     | 0.4130     | 1.0223    *
gtraces_v2/sierra.a.4_0003                                                                  | 0.4510     | 0.4581     | 1.0157    *
gtraces_v2/sierra.a.4_0004                                                                  | 0.4702     | 0.4780     | 1.0166    *
gtraces_v2/sierra.a.6_0000                                                                  | 0.5034     | 0.5211     | 1.0352    *
gtraces_v2/sierra.a.6_0001                                                                  | 0.4637     | 0.4785     | 1.0319    *
gtraces_v2/sierra.a.6_0002                                                                  | 0.4720     | 0.4939     | 1.0464    *
gtraces_v2/sierra.a.6_0003                                                                  | 0.4542     | 0.4700     | 1.0348    *
gtraces_v2/sierra.a.6_0004                                                                  | 0.4841     | 0.5030     | 1.0390    *
gtraces_v2/tahoe_0000                                                                       | 0.6472     | 0.6589     | 1.0181    *
gtraces_v2/tahoe_0001                                                                       | 0.5413     | 0.5451     | 1.0070    *
gtraces_v2/tahoe_0002                                                                       | 0.7536     | 0.7161     | 0.9502   
gtraces_v2/tahoe_0003                                                                       | 0.5512     | 0.5417     | 0.9828   
gtraces_v2/tahoe_0004                                                                       | 0.6643     | 0.6593     | 0.9925   
gtraces_v2/tango_0000                                                                       | 0.6071     | 0.6093     | 1.0036    *
gtraces_v2/tango_0001                                                                       | 0.6990     | 0.6943     | 0.9933   
gtraces_v2/tango_0002                                                                       | 0.6303     | 0.6289     | 0.9978   
gtraces_v2/tango_0003                                                                       | 0.5786     | 0.5797     | 1.0019    *
gtraces_v2/tango_0004                                                                       | 0.6321     | 0.6287     | 0.9946   
gtraces_v2/yankee_0000                                                                      | 0.5723     | 0.5796     | 1.0128    *
gtraces_v2/yankee_0001                                                                      | 0.5907     | 0.5939     | 1.0054    *
gtraces_v2/yankee_0002                                                                      | 0.7366     | 0.7298     | 0.9908   
gtraces_v2/yankee_0003                                                                      | 0.5998     | 0.5985     | 0.9978   
gtraces_v2/yankee_0004                                                                      | 0.6014     | 0.5896     | 0.9804   
----------------------------------------------------------------------------------------------------------------------------------
Summary (131 valid traces):
Geometric Mean Speedup : 1.0160
Arithmetic Mean Speedup: 1.0182
==========================================================================================
