Summary for 1C.fullBW.nextline_pythia_sms_s20_pfrefill
======================================================================================================================================================
Filename                                                                                   L1I_LOAD_Acc  L1I_LOAD_Miss  L1I_PF_Acc  L1I_PF_Miss  L1D_LOAD_Acc  L1D_LOAD_Miss  L1D_PF_Acc  L1D_PF_Miss  L2C_LOAD_Acc  L2C_LOAD_Miss  L2C_PF_Acc  L2C_PF_Miss  LLC_LOAD_Acc  LLC_LOAD_Miss  LLC_PF_Acc  LLC_PF_Miss  IPC
              Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 22465584             0       0           0            17176639       3369419        2574406     1095322      2283030        309328       11004323     4001927       106353        37186         3595456     1760077     1.98
        Graph_Ligra_ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M 15172899             0       0           0            15192438        765939       12402395     5582915       342432         15488       16449770     5469897         6518         3094         5347015     3592625     1.53
                Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M 21153805             0       0           0            18212606       1648311        8862997     6251711       506442         27361       15529786     8822841        12408         3830         6316762     5033581     1.78
                Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M  2694993             0       0           0            28281013       5438285       21523555     6144170      1571626       1103692       11464055     6035591      1037413       959382         7413465     6513421     1.01
Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 26991162             0       0           0            17212251       3369827        2581399     1098927      2280410        307228       10996965     3993066       106380        37193         3595055     1760181     1.98
Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M  4110128             0       0           0            49366102      14751635       33442332    11821570     14337234       6369512       43148070    17168220      6352250      3491485        33977098    18971577     0.42
         Graph_Ligra_ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M 10292104           158       0           0            20222033       1657534       13015056     4750849       782219         57359       14665933     5093639        21106        18467         4792128     3323053     1.70
                Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M 13510997           158       0           0            20199128       1648527       13000968     4738957       784570         58281       14511331     4918834        25135        20604         4790385     3348662     1.70
                Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M 15763071             0       0           0            38534899       5342550       18070771     4375477      5134429          8619       25485556     1597082         8508         3405         2764875     1621992     2.15
           Graph_Ligra_ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M 18312764            19       0           0            38639798      18023504       18926542     9789501     17836570       2988254       38395145     7726139      2970983      1444187        15892486     7908955     1.10
      Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 29204832             0       0           0            17267772       3393456        2628484     1126401      2293855        314262       11113104     4042940       109158        37387         3634633     1771695     1.97
      Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M 30865353            39       0           0            26576395       5111578       11020934     4628246      4489039        917404       22076992     7339066       794742       478072         9265548     6103112     1.03
       Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M  4577495            77       0           0            32374473       1639980       31220395     3597340      1188404        502509        9209618     3843535       234583       114551         3528630     2467572     1.10
              Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M  6399012             0       0           0            42578843      10245390       33126087    10067160      9985503        498614       39940966     4344361       496501       195027         8345202     4462855     1.05
              Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M 14690560           113       0           0            37647669       7949187       33467328    10219143      6319235       5075575       26472426    16752105      4839397      4609338        29416323    27491786     0.26
           Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M  3489385            46       0           0            39787725       5103938       36485914     8595457      4965419        999005       24808420     5209086       996042       250721        11353029     4279574     0.94
                                                                   SPEC17_602.gcc_s-1850B 12108290             0       0           0            34132277       2183260       34065080    12022670      1629062         23291       24550415     8374304        17801        13203         7160662     5346999     1.52
                                                                    SPEC17_602.gcc_s-734B 37625269            93       0           0            28263201        996861       28117167     8299642       662930         53434       23442433     4588814        45933        37891         4074373     2833561     2.08
                                                                SPEC17_603.bwaves_s-1740B 17943604             0       0           0            45648958       1506448       12163826     3033409      1474837        127321       14284365     3958789       125244         1320         7165285     4290203     2.71
                                                                 SPEC17_603.bwaves_s-891B       13             7       0           0            31237645         72251       30571816    13496806        18430           123       23656922     9624853           51           18         7599730     5546596     1.98
                                                                   SPEC17_605.mcf_s-1536B 37777680             0       0           0            30547063      13806626       26616088    11529560     10518920       1290890       43989884    11428985      1288541       589470        20045180    15343233     0.58
                                                                   SPEC17_605.mcf_s-1554B 35098306             0       0           0            73664708      34095035       67014429     9574052     30203705      14277141       83687298    44660545      9945862      2781989        79523066    26356248     0.59
                                                                   SPEC17_605.mcf_s-1644B 16935799             0       0           0            45745895       4367939       36880219     9244166      4365028        757971       28950900     8518945       750180       128784        16076408     8078036     0.23
                                                                    SPEC17_605.mcf_s-472B 33694625             6       0           0            50964119      11079674       48035377     4655731      9214860       4795546       37325637    20917022      3144309      2004053        25788901    18362972     0.71
                                                                    SPEC17_605.mcf_s-484B 32670859             0       0           0            46155659       5086044       44937187     2630260      4539776       1887988       18620762     8282833      1438467       832693        13466849     9752416     0.85
                                                             SPEC17_607.cactuBSSN_s-2421B 35582180          1073       0           0            31162687      22199069        8478982     5305514     21610435          9046       21168754     1532792         9031         6714         3045277     1751071     2.83
                                                                   SPEC17_619.lbm_s-2676B 34356862             0       0           0             6922042        310622        4974372     2075007       282471         28691        6163536     1668419        21022         5808         2602792     1714654     1.12
                                                                   SPEC17_619.lbm_s-2677B 33758933             0       0           0             7473056       1298222        5002087     2283866      1210586        151285        8837336     2973872       103673        33528         4613917     3089818     0.62
                                                                SPEC17_620.omnetpp_s-874B  6103119            91       0           0            37901562       4311665       34800585     4911371      3586971       1345372       15012546     6107174      1285273       928711        10399207     8923042     0.50
                                                                   SPEC17_621.wrf_s-6673B 30360751          6166       0           0            27251016       1847575       10278758     2051978      1499074        162666       14096043     2967023       104737        57818         3755106     2199406     2.34
                                                               SPEC17_623.xalancbmk_s-10B 24798030          2041       0           0            40834314       9605631       37424640     9801731      5200519       3518997       25841256    16506153      3071009      2449859        27409992    22367531     0.54
                                                             SPEC17_649.fotonik3d_s-1176B 30061530             0       0           0            26673298       1318289        8395985     2773994       653536         36851       14034135     4697805        16491         9878         3425838     2938844     3.45
                                                             SPEC17_649.fotonik3d_s-7084B 32475648             0       0           0            30766634       1329313        7825682     2494263      1251526         58472       15685134     4120992        52826         2809         6802873     4157345     3.09
                                                                   SPEC17_654.roms_s-293B 36353899           199       0           0            40042762       1184617       12070999     2086672      1058092         50930       15935501     2673919        44543        36119         3927657     2375976     2.67
                                                                   SPEC17_654.roms_s-294B 35547262             0       0           0            46751588       1558908       13414717     2861849      1385807         71194       20897507     3773339        63383        52423         5487556     3450165     2.45
                                                                   SPEC17_654.roms_s-523B 33768388            34       0           0            37477416       1980753       11949890     3680570      1241251        164509       18179021     6486597       107846        77808         7671521     5376774     1.74
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.1 22556482             0       0           0            47307621       1230655       13885205     1881525       835090        482449        8413019     2143419       249530        76320         2105909     1033638     3.29
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.2 28258551           129       0           0            50022121       9303225       15308405     4851072      8271063        638385       17624245     2011223       319386       130732         2460233     1307086     3.06
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.4 31429837            57       0           0            51189605      10872799       19582456     5546334      9768711        711144       24658010     2930252       269720       130709         2550947     1643384     2.62
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.5 28552511           955       0           0            27707842      10337652       15100417     6060318      8131528       1810419       25682296    12537440       517138       376646         9582068     8402220     1.92
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.1 30418965          1896       0           0            59988626      29113255       23360570    14392181     18435322      16292859       53041369    49363290      3586109      3434336        49978745    49301195     0.59
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.2 29959791          3746       0           0            61957088      30924822       24241624    14041567     18125528      16051980       47292949    43857485      4302287      4136840        47634047    47028272     0.60
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.3 30472089          1860       0           0            61758908      30792064       24737396    14985022     18238315      15994365       51999296    48419542      3905469      3742667        49581190    48906857     0.60
                                                                       ai-ml_clip_trace_1 22852095             0       0           0            45205014       3000409       14559500     2660766      1842454        214807       16652295     2346162        37044        19416         1398533     1200789     3.60
                                                                       ai-ml_clip_trace_3 22456012           138       0           0            44463049       3154005       15248886     2901577      1942151        274520       16762636     2858753        72651        28048         1788419     1416761     3.23
                                                             ai-ml_llama2.c-stories110M.1 24986990           156       0           0            30657849      10184381       15284284     7550873      1849423       1197601       31567077    28094176        83339        62459        13705485    13579964     2.24
                                                             ai-ml_llama2.c-stories110M.2 25369177           160       0           0            29674003       9642346       16108763     7890365      1643977       1070774       31939699    28826402        75836        54627        13711573    13592684     2.24
                                                             ai-ml_llama2.c-stories110M.3 24982537           168       0           0            30126992       9583378       15914065     7928271      1798058       1106235       27657596    26360021       113298        77198        13674332    13557288     2.22
                                                              ai-ml_llama2.c-stories15M.1 17376463            51       0           0            31819156       9577416       16637077     7979287      1671062        938579       26883928    25451783        88925        57083        13190667    12654840     2.66
                                                              ai-ml_llama2.c-stories15M.2 17707867             4       0           0            32121575       9268263       17254118     7911369      1615768        899042       26205993    24666337        99381        61262        12913355    12431685     2.59
                                                              ai-ml_llama2.c-stories15M.3 17665271             0       0           0            32209709       9041176       17321826     7922429      1625691        866655       24920998    23253985       127819        73776        12880576    12372343     2.60
                                                              ai-ml_llama2.c-stories42M.1 22011293            14       0           0            30422590      10130139       15864549     7847676      1931280       1155565       25414664    24175475       157880       101592        13510539    13276154     2.59
                                                              ai-ml_llama2.c-stories42M.2 22884993           144       0           0            28979832       8789653       16887970     8305750      1696590        851252       25819065    23990672       139602        96712        13521447    13335008     2.58
                                                              ai-ml_llama2.c-stories42M.3 21945204             7       0           0            29838065       9531804       16477872     8109095      1789335        990524       24232443    23189022       181445       118569        13483333    13316669     2.57
                                                                       ai-ml_rwkv_trace_1 43379223             0       0           0            35256497      31803861        3144020     1367539     31747067       9180315       91301566    36332144      5835897      2988452        58447294    39134509     0.12
                                                                       ai-ml_rwkv_trace_2 38450967             0       0           0            49872915      23400733       12860536     4424933     19300009      18947663       79768092    76074353      6855905      6550249        35235810    35048755     0.69
                                                ai-ml_stable-diffusion.cpp-sd-v1-4.ckpt.1 49511708             0       0           0            59361225      34705084       23267586    20325515     31110374       1932137       33497916     3345811       910405       549288         3897591     2797118     2.31
                                                ai-ml_stable-diffusion.cpp-sd-v1-4.ckpt.2 44179111             0       0           0            56587039      19793720       18632763     8851844     18116176       1324205       32662482     3192380       408565       390863         2551875     2481907     2.61
                                         ai-ml_stable-diffusion.cpp-v1-5-pruned-emaonly.2 39743782           106       0           0            48971758      20080487       21530741    11669420     17838831        743214       23716343     1277452       480492       225753         2039628     1157022     2.59
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.1 21381478           155       0           0            77641508      26065407       30932687    11808353     24186743       1746017       40165779     3207806       496039       394541         3651936     2998661     1.72
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.2 47142269             0       0           0            59047766      20483368       19510029     9383169     18841518       1338088       36729705     3717383       276926       238519         2797700     2590750     2.56
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.3 44172453             0       0           0            56531956      19778903       18572588     8815769     18117727       1346212       36060999     3875366       327366       311050         2632937     2560445     2.61
                                       ai-ml_vit.cpp-base-ggml-model-f16.gguf.armadillo.1 27583921            98       0           0            46560939       7113615       14325754     5206011      5249511        238790       24993215     2015103        77186        36691         1660678     1078933     3.44
                                      ai-ml_vit.cpp-large-ggml-model-f16.gguf.armadillo.1 26279318           124       0           0            45825509       4022786       14501980     3285349      2651381        262862       15729612     2195449        64109        38212         1597332     1307447     3.54
                                                                    ai-ml_whisper_trace_1 21303841             0       0           0            51276875       5317156       14050230     2702306      4753174        869231       23362419     4081261       238441       166851         2358536     2027772     2.98
                                                                    ai-ml_whisper_trace_2 21303800             0       0           0            51191566       5133991       14117792     2611481      4542466        878677       22248019     4313218       281122       201193         2314835     1986507     2.99
                                                                    ai-ml_whisper_trace_3 21303806             0       0           0            51338108       5179753       13980284     2594711      4624141        857479       22322392     3932384       211036       154371         2387406     2059039     2.98
                                                                  gtraces_v2_arizona_0000 19770741         52427       0           0            31923968        618298       28654841      927473       567058        175179        4162807      889355       116738        97122         1132422      815463     1.63
                                                                  gtraces_v2_arizona_0001 20972719         54727       0           0            32376207        722037       28939414      951641       646799        254244        4260367      903957       174433       126456         1059609      766151     1.63
                                                                  gtraces_v2_arizona_0002 26942204        214211       0           0            23491554        861246       20493962     1534971       794792        331817        4919234     1348731       314070       224638         1809077     1319033     1.85
                                                                  gtraces_v2_charlie_0000 12698375        786586       0           0            31912996        663950       26738535     1317041      1067026        221544        4980425     1206747       216613       199413         1763795     1320742     1.26
                                                                  gtraces_v2_charlie_0001 13527564       1328623       0           0            32271039       1039084       27438682     2111628      1770881        244568        7541512     1722917       234664       210998         2413367     1773412     1.19
                                                                  gtraces_v2_charlie_0002 14951210       1468397       0           0            31060390       1818710       26809148     2859480      2395365        675979       10975390     3201408       658953       574275         4173017     3424979     0.78
                                                                  gtraces_v2_charlie_0003 17355696        846357       0           0            30221930       4682370       25961778     5265720      4686035        984605       15576884     4090641       934856       799146         5749098     4845861     0.69
                                                                  gtraces_v2_charlie_0004 19539788        954065       0           0            29570029       1876222       25383849     2380697      2230104        603161        8563250     2423471       579566       512179         3264692     2721294     0.87
                                                                   gtraces_v2_merced_0000 12138767       1110114       0           0            32456836       4239275       30024815     4743823      3866912       1011437       16207237     2649360       980513       865320         3415215     2858143     0.63
                                                                   gtraces_v2_merced_0001 15569823       2292315       0           0            33065074       3873421       28972846     4754656      4620872       1675831       17464168     4077118      1645206      1472013         5746218     4944834     0.48
                                                                   gtraces_v2_merced_0002 15703539       2014274       0           0            30241276       2841793       26410159     3707244      3700061       1583747       14103682     3931889      1544380      1400601         4879713     4177512     0.50
                                                                   gtraces_v2_merced_0003 16153521       2103349       0           0            30272420       3309668       26723786     3995812      4097497       1744294       14587146     4379487      1709132      1560309         5710089     5020103     0.47
                                                                   gtraces_v2_merced_0004 15971093       2003259       0           0            28542461       3109068       25359648     3986101      3863940       1428642       14615001     3737064      1395465      1254891         4517269     3845180     0.53
                                                               gtraces_v2_sierra.a.3_0000 20630867       8832490       0           0            35584792       4185314       33370455     5102516     10066031       3098343       16359519     4757469      3054226      2181486         5894332     4887743     0.33
                                                               gtraces_v2_sierra.a.3_0001 20958354       6573448       0           0            33511949       3446288       30201546     4116764      7806152       2337878       13208313     3377925      2299373      1755862         4380085     3647287     0.40
                                                               gtraces_v2_sierra.a.3_0002 21142275       6901484       0           0            33743967       3635223       30220306     4240633      8225091       2462751       13780587     3391542      2424905      1827230         4408994     3631508     0.39
                                                               gtraces_v2_sierra.a.3_0003 21702080       6538713       0           0            34987272       4005066       30107526     4697774      8292095       2353056       15841872     3867180      2293753      1777403         4800049     3938580     0.39
                                                               gtraces_v2_sierra.a.3_0004 20499178       7019712       0           0            35506914       4062111       31348440     4901883      8677753       2533564       15834299     3938635      2488044      1868169         5033330     4109501     0.38
                                                               gtraces_v2_sierra.a.4_0000 21389234       5247420       0           0            35611285       4273010       30442467     5088372      7547712       2829572       15893946     4431519      2763244      2365503         5711999     4855066     0.33
                                                               gtraces_v2_sierra.a.4_0001 22185427       7436119       0           0            37168475       4625592       32776978     5479646      9519340       3673639       17533608     5050877      3599956      2963072         6557392     5496985     0.28
                                                               gtraces_v2_sierra.a.4_0002 22910993       6863760       0           0            34498400       4106449       30605022     4704847      8679991       3493789       15371447     4442405      3456018      2868642         5799490     4819260     0.29
                                                               gtraces_v2_sierra.a.4_0003 19991477       5298898       0           0            33579106       3901345       30195877     4516125      7118438       2852716       14809546     4438275      2799693      2418442         5926421     5051695     0.33
                                                               gtraces_v2_sierra.a.4_0004 20413429       4258991       0           0            32592253       3927633       28471089     4871812      6370355       2473950       16559397     6115123      2398307      2052341         7495052     6534300     0.37
                                                               gtraces_v2_sierra.a.6_0000 22948686       9938347       0           0            34620739       4084040       32621884     4953321     10707218       2191215       15603747     3880791      2163904      1717225         5330929     4498066     0.39
                                                               gtraces_v2_sierra.a.6_0001 21142140       8881267       0           0            33610474       4283867       31849263     5748106     10041351       2466356       18513315     7312176      2400671      1852892         8369133     7340460     0.37
                                                               gtraces_v2_sierra.a.6_0002 23006449       9473504       0           0            34517350       3928542       32570774     4803876     10274226       2643660       15107118     4069822      2615767      2039019         5528007     4620669     0.36
                                                               gtraces_v2_sierra.a.6_0003 22381263       9622238       0           0            34596563       4253425       32893575     5361547     10620205       2735104       17423832     5553935      2688618      2091778         6912650     5915153     0.35
                                                               gtraces_v2_sierra.a.6_0004 22688597      10154555       0           0            35083084       4117714       33292924     5014740     10929841       2443140       15664962     3961136      2416332      1864588         5431891     4526019     0.37
                                                                    gtraces_v2_tahoe_0000 12858466       2034233       0           0            35407827       2017914       31245530     2532923      3201436       1491150        8791977     3370273      1451309      1212307         4325725     3579399     0.51
                                                                    gtraces_v2_tahoe_0001 15691146       2401704       0           0            33890047       2704343       29648619     3389286      4031263       1926657       11641053     4641117      1865873      1635481         5613317     4856343     0.42
                                                                    gtraces_v2_tahoe_0002  9295217        124670       0           0            30410696       3010843       28088212     4152372      2291174        735824       10803158     4491312       691591       606123         5658414     4740594     0.70
                                                                    gtraces_v2_tahoe_0003 15771032       2703928       0           0            33901184       2709012       30062739     3408235      4331109       1906855       11688837     4014627      1857130      1617683         4989147     4205305     0.41
                                                                    gtraces_v2_tahoe_0004 12004703       1706760       0           0            36127279       2022857       33104055     2562872      2923204       1330862        8448629     3182618      1290567      1126582         3858029     3326329     0.53
                                                                    gtraces_v2_tango_0000 17283499       3742465       0           0            31698109       2666186       29819913     3403826      4938907       1405736       10713879     3135200      1383139      1100344         4450792     3695412     0.48
                                                                    gtraces_v2_tango_0001 18305115       2226590       0           0            29057684       2425395       26539274     3218658      3470969       1169583        9854468     3340512      1150511       971389         4480126     3899361     0.57
                                                                    gtraces_v2_tango_0002 16542438       3605093       0           0            32093122       2799230       30284216     3680870      4925005       1330740       11563659     3238824      1304006      1002426         4614628     3757078     0.50
                                                                    gtraces_v2_tango_0003 17556719       3506191       0           0            31409284       2778445       29463874     3523637      4819348       1580237       10645977     3494676      1554955      1296215         5076331     4293996     0.45
                                                                    gtraces_v2_tango_0004 17018991       3054885       0           0            30934318       2543088       29222378     3267464      4295565       1442576        9888304     3246994      1417019      1087751         4692723     3926166     0.49
                                                                   gtraces_v2_yankee_0000 13392732       2948098       0           0            33794864       2603858       30348012     3549477      4349728       2142988       13175645     3725223      2112923      1753269         4839821     3828619     0.42
                                                                   gtraces_v2_yankee_0001 13266714       2632617       0           0            33653194       2499465       30407494     3466918      4043535       2052133       12917406     3668724      2021842      1648180         4800974     3711484     0.43
                                                                   gtraces_v2_yankee_0002 14819592       2109405       0           0            31869980       2114460       28011576     2922157      3320780       1576889       11018459     2774089      1555356      1230961         3668257     2807773     0.54
                                                                   gtraces_v2_yankee_0003 13258922       2886822       0           0            33912833       2554471       30327109     3512949      4275588       2126801       12967011     3646055      2099532      1684216         4830238     3712835     0.43
                                                                   gtraces_v2_yankee_0004 13330179       2707347       0           0            33875333       2565207       30350435     3571918      4158634       2097148       13290478     3750616      2067016      1670275         4877529     3742714     0.42
