Summary for 1C.fullBW.nopref_baseline
======================================================================================================================================================
Filename                                                                                   L1I_LOAD_Acc  L1I_LOAD_MR  L1I_PF_Acc  L1I_PF_MR  L1D_LOAD_Acc  L1D_LOAD_MR  L1D_PF_Acc  L1D_PF_MR  L2C_LOAD_Acc  L2C_LOAD_MR  L2C_PF_Acc  L2C_PF_MR  LLC_LOAD_Acc  LLC_LOAD_MR  LLC_PF_Acc  LLC_PF_MR  IPC
                           Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-360    56647       0.01        0           0.00       38699547      13.25        0           0.00        2715860       98.83       0           0.00        2684114       98.24       0           0.00       0.34
              Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M  9078265       0.00        0           0.00       17588969      82.28        0           0.00        1527217      100.00       0           0.00        1527181      100.00       0           0.00       0.71
              Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 20993270       0.00        0           0.00       14576879      43.73        0           0.00        2760026       66.64       0           0.00        1839341       57.15       0           0.00       1.29
        Graph_Ligra_ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M 14900099       0.00        0           0.00       19520831      64.02        0           0.00        2719292      100.00       0           0.00        2719292      100.00       0           0.00       0.50
                Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M 21153807       0.00        0           0.00       17665243      81.27        0           0.00        3215138      100.00       0           0.00        3215138      100.00       0           0.00       0.53
                Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M  2694995       0.00        0           0.00       30790202      25.20        0           0.00        2116119       90.71       0           0.00        1919586       98.34       0           0.00       0.91
Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 25288283       0.00        0           0.00       14581903      43.72        0           0.00        2758788       66.68       0           0.00        1839629       57.10       0           0.00       1.29
Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M  4028502       0.00        0           0.00       51818329      36.35        0           0.00       15049184       56.65       0           0.00        8525449       64.13       0           0.00       0.38
         Graph_Ligra_ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M 10084992       0.00        0           0.00       21992980      51.36        0           0.00        2789795       86.96       0           0.00        2426060      100.00       0           0.00       0.49
                Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M 12973746       0.00        0           0.00       21989146      51.36        0           0.00        2789343       86.98       0           0.00        2426057      100.00       0           0.00       0.49
                Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M 16553645       0.00        0           0.00       48704290      26.40        0           0.00        6075027       23.58       0           0.00        1432550       99.25       0           0.00       0.70
           Graph_Ligra_ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M 18771816       0.00        0           0.00       42365948      48.70        0           0.00       17350514       21.10       0           0.00        3661227       69.50       0           0.00       0.87
      Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M 25713916       0.00        0           0.00       14610014      43.89        0           0.00        2783055       67.16       0           0.00        1869122       56.36       0           0.00       1.29
      Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M 29527760       0.00        0           0.00       28902485      36.57        0           0.00        5676812       54.77       0           0.00        3109047       88.88       0           0.00       0.68
       Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M  4769600       0.00        0           0.00       33815284      19.83        0           0.00        1912037      100.00       0           0.00        1912037      100.00       0           0.00       0.62
              Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M  6419724       0.00        0           0.00       46145265      38.19        0           0.00       11582850       28.83       0           0.00        3338803       88.75       0           0.00       0.47
              Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M 15043754       0.00        0           0.00       38950640      30.85        0           0.00        7277423       92.04       0           0.00        6698485       92.59       0           0.00       0.26
           Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M  3722193       0.00        0           0.00       46691703      23.06        0           0.00        6942997       53.74       0           0.00        3730891       73.69       0           0.00       0.36
                                                                   SPEC17_602.gcc_s-1850B 11702597       0.00        0           0.00       34119566      26.87        0           0.00        4820557       73.70       0           0.00        3552645       99.99       0           0.00       0.26
                                                                    SPEC17_602.gcc_s-734B 36296912       0.00        0           0.00       28623444      27.48        0           0.00        3564261       52.48       0           0.00        1870542       83.40       0           0.00       0.53
                                                                SPEC17_603.bwaves_s-1740B 17943607       0.00        0           0.00       52614572       8.10        0           0.00        3900918       94.93       0           0.00        3703078       99.78       0           0.00       1.06
                                                                 SPEC17_603.bwaves_s-891B       16      43.75        0           0.00       32521895      81.28        0           0.00        3861090       99.98       0           0.00        3860222      100.00       0           0.00       0.68
                                                                   SPEC17_605.mcf_s-1536B 39277982       0.00        0           0.00       34503733      43.58        0           0.00       10534516       47.83       0           0.00        5038160       99.98       0           0.00       0.52
                                                                   SPEC17_605.mcf_s-1554B 36299667       0.00        0           0.00       75981550      47.13        0           0.00       30754180       79.93       0           0.00       24581224       13.51       0           0.00       0.44
                                                                   SPEC17_605.mcf_s-1644B 17111522       0.00        0           0.00       51151876      25.34        0           0.00        9242401       65.54       0           0.00        6057268       86.76       0           0.00       0.20
                                                                    SPEC17_605.mcf_s-472B 32920989       0.00        0           0.00       53478420      21.86        0           0.00       10035770       98.68       0           0.00        9903472       58.90       0           0.00       0.37
                                                                    SPEC17_605.mcf_s-484B 30497430       0.00        0           0.00       48491282      11.70        0           0.00        4926792       97.98       0           0.00        4827302       80.19       0           0.00       0.36
                                                             SPEC17_607.cactuBSSN_s-2421B 34978416       0.00        0           0.00       32293732      70.24        0           0.00       21540857        7.10       0           0.00        1528516      100.00       0           0.00       1.86
                                                                   SPEC17_619.lbm_s-2676B 34829116       0.00        0           0.00        9082945      21.02        0           0.00        1332531      100.00       0           0.00        1332526      100.00       0           0.00       0.80
                                                                   SPEC17_619.lbm_s-2677B 33789620       0.00        0           0.00        9355430      32.69        0           0.00        2396045      100.00       0           0.00        2395958      100.00       0           0.00       0.51
                                                                SPEC17_620.omnetpp_s-874B  6216374       0.00        0           0.00       38813133      10.57        0           0.00        3283390       50.80       0           0.00        1668066       88.36       0           0.00       0.55
                                                                   SPEC17_621.wrf_s-6673B 31013916       0.02        0           0.00       31810497      17.82        0           0.00        2899053       61.66       0           0.00        1787584       80.17       0           0.00       1.22
                                                               SPEC17_623.xalancbmk_s-10B 24119919       0.01        0           0.00       42107879      23.82        0           0.00        5246083       83.03       0           0.00        4355819       25.23       0           0.00       0.85
                                                             SPEC17_649.fotonik3d_s-1176B 30958590       0.00        0           0.00       34758667      29.12        0           0.00        2643685       66.34       0           0.00        1753820      100.00       0           0.00       0.72
                                                             SPEC17_649.fotonik3d_s-7084B 32615749       0.00        0           0.00       39050357      15.19        0           0.00        3275104       99.99       0           0.00        3274651      100.00       0           0.00       0.79
                                                                   SPEC17_654.roms_s-293B 36604802       0.00        0           0.00       45624711      12.71        0           0.00        2123848       71.53       0           0.00        1519280       96.14       0           0.00       1.29
                                                                   SPEC17_654.roms_s-294B 36126436       0.00        0           0.00       52289129      15.50        0           0.00        2582233       82.39       0           0.00        2127538       99.92       0           0.00       1.08
                                                                   SPEC17_654.roms_s-523B 34964005       0.00        0           0.00       42185073      28.62        0           0.00        3184455       99.98       0           0.00        3183677       93.03       0           0.00       0.63
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.1 22556495       0.00        0           0.00       48802605       5.69        0           0.00        2319389       51.57       0           0.00        1196058       50.18       0           0.00       3.08
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.2 28361018       0.00        0           0.00       51885137      24.88        0           0.00       12272760       11.52       0           0.00        1413784       63.48       0           0.00       2.84
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.4 31607424       0.00        0           0.00       53138634      29.18        0           0.00       14003188       10.24       0           0.00        1433540       74.79       0           0.00       2.40
                                             ai-ml_bark.cpp-bark-small.coarse_token_gen.5 24514967       0.00        0           0.00       30988347      39.91        0           0.00       10167472       48.51       0           0.00        4932456       94.42       0           0.00       1.47
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.1 29760146       0.01        0           0.00       60573699      49.82        0           0.00       28650910       94.75       0           0.00       27147143       99.52       0           0.00       0.48
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.2 29996530       0.01        0           0.00       62183685      51.35        0           0.00       27766467       94.79       0           0.00       26320271       99.55       0           0.00       0.49
                                                ai-ml_biogpt.cpp-ggml-model-tocilizumab.3 30334226       0.01        0           0.00       62195265      51.48        0           0.00       28681094       94.49       0           0.00       27101327       99.50       0           0.00       0.48
                                                                       ai-ml_clip_trace_1 22874486       0.00        0           0.00       49119614       7.51        0           0.00        2072187       35.18       0           0.00         728999       83.61       0           0.00       3.26
                                                                       ai-ml_clip_trace_3 22620779       0.00        0           0.00       48661326       8.15        0           0.00        2165430       43.59       0           0.00         943894       82.81       0           0.00       2.86
                                                             ai-ml_llama2.c-stories110M.1 27393498       0.00        0           0.00       37871636      47.85        0           0.00        7000506       99.97       0           0.00        6998669       99.92       0           0.00       0.87
                                                             ai-ml_llama2.c-stories110M.2 28118118       0.00        0           0.00       39285772      48.18        0           0.00        7001103       99.97       0           0.00        6999311       99.91       0           0.00       0.85
                                                             ai-ml_llama2.c-stories110M.3 27601698       0.00        0           0.00       40418311      49.26        0           0.00        7000938       99.97       0           0.00        6999140       99.91       0           0.00       0.83
                                                              ai-ml_llama2.c-stories15M.1 17617618       0.00        0           0.00       38489603      48.02        0           0.00        6765724       99.58       0           0.00        6737395       97.24       0           0.00       0.82
                                                              ai-ml_llama2.c-stories15M.2 17946270       0.00        0           0.00       38910364      47.19        0           0.00        6675213       98.95       0           0.00        6605058       97.18       0           0.00       0.82
                                                              ai-ml_llama2.c-stories15M.3 17924983       0.00        0           0.00       38837466      47.29        0           0.00        6671980       98.91       0           0.00        6599549       97.22       0           0.00       0.83
                                                              ai-ml_llama2.c-stories42M.1 23540405       0.00        0           0.00       38683249      48.53        0           0.00        6941816       99.94       0           0.00        6937647       99.91       0           0.00       0.82
                                                              ai-ml_llama2.c-stories42M.2 24588631       0.00        0           0.00       39493355      48.73        0           0.00        6934582       99.92       0           0.00        6929306       99.89       0           0.00       0.80
                                                              ai-ml_llama2.c-stories42M.3 23502257       0.00        0           0.00       38903229      48.49        0           0.00        6943205       99.88       0           0.00        6934806       99.91       0           0.00       0.81
                                                                       ai-ml_rwkv_trace_1 38576475       0.00        0           0.00       33687820      96.86        0           0.00       32619356      100.00       0           0.00       32619336      100.00       0           0.00       0.10
                                                                       ai-ml_rwkv_trace_2 38969844       0.00        0           0.00       51335310      48.15        0           0.00       21560721       99.07       0           0.00       21359703       99.84       0           0.00       0.57
                                                ai-ml_stable-diffusion.cpp-sd-v1-4.ckpt.1 49277160       0.00        0           0.00       60259260      85.54        0           0.00       49599207        4.90       0           0.00        2429012       71.22       0           0.00       2.21
                                                ai-ml_stable-diffusion.cpp-sd-v1-4.ckpt.2 43916744       0.00        0           0.00       59605126      43.46        0           0.00       25563161        5.88       0           0.00        1503360       98.31       0           0.00       2.55
                                         ai-ml_stable-diffusion.cpp-v1-5-pruned-emaonly.2 40130760       0.00        0           0.00       51032059      58.20        0           0.00       28210852        4.52       0           0.00        1275748       57.55       0           0.00       2.41
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.1 21402453       0.00        0           0.00       78061686      43.67        0           0.00       34009539        6.21       0           0.00        2111355       77.01       0           0.00       1.72
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.2 46862868       0.00        0           0.00       61251658      44.51        0           0.00       26573236        5.89       0           0.00        1564727       89.75       0           0.00       2.48
                                      ai-ml_stable-diffusion.cpp-v2-1_768-nonema-pruned.3 43920438       0.00        0           0.00       59625232      43.46        0           0.00       25562934        5.88       0           0.00        1503360       98.28       0           0.00       2.54
                                       ai-ml_vit.cpp-base-ggml-model-f16.gguf.armadillo.1 27587908       0.00        0           0.00       49682489      27.10        0           0.00        9660051        9.13       0           0.00         881692       75.16       0           0.00       3.06
                                      ai-ml_vit.cpp-large-ggml-model-f16.gguf.armadillo.1 26333770       0.00        0           0.00       49092908      16.04        0           0.00        5337984       15.72       0           0.00         839230       84.10       0           0.00       3.14
                                                                    ai-ml_whisper_trace_1 21303840       0.00        0           0.00       53776631       7.58        0           0.00        3763591       35.05       0           0.00        1319056       84.02       0           0.00       2.82
                                                                    ai-ml_whisper_trace_2 21303795       0.00        0           0.00       53642552       7.23        0           0.00        3576228       36.87       0           0.00        1318448       82.51       0           0.00       2.83
                                                                    ai-ml_whisper_trace_3 21303795       0.00        0           0.00       53315853       7.11        0           0.00        3507008       37.63       0           0.00        1319694       82.57       0           0.00       2.85
                                                                  gtraces_v2_arizona_0000 19806790       0.27        0           0.00       32840791       3.64        0           0.00         788349       59.87       0           0.00         471949       89.55       0           0.00       1.30
                                                                  gtraces_v2_arizona_0001 20987536       0.26        0           0.00       33226644       4.01        0           0.00         900964       50.44       0           0.00         454419       85.36       0           0.00       1.48
                                                                  gtraces_v2_arizona_0002 25934687       0.83        0           0.00       23878063       6.25        0           0.00        1187516       51.25       0           0.00         608637       90.32       0           0.00       1.39
                                                                  gtraces_v2_charlie_0000 12697073       6.20        0           0.00       32927475       3.67        0           0.00        1153578       28.87       0           0.00         332994       95.53       0           0.00       1.03
                                                                  gtraces_v2_charlie_0001 13550844       9.88        0           0.00       33486574       6.33        0           0.00        2086151       25.25       0           0.00         526829       95.91       0           0.00       0.86
                                                                  gtraces_v2_charlie_0002 14982878       9.47        0           0.00       32170070       8.69        0           0.00        2640615       38.84       0           0.00        1025552       91.04       0           0.00       0.65
                                                                  gtraces_v2_charlie_0003 17318718       4.89        0           0.00       31348887      20.20        0           0.00        5002780       25.90       0           0.00        1295858       86.18       0           0.00       0.65
                                                                  gtraces_v2_charlie_0004 19394203       4.80        0           0.00       30610954       5.81        0           0.00        1981309       38.77       0           0.00         768213       91.75       0           0.00       0.84
                                                                   gtraces_v2_merced_0000 12152376       9.11        0           0.00       33061283       9.80        0           0.00        2901332       39.76       0           0.00        1153451       82.84       0           0.00       0.64
                                                                   gtraces_v2_merced_0001 15608144      14.73        0           0.00       33750035      12.09        0           0.00        4560658       40.58       0           0.00        1850884       83.82       0           0.00       0.49
                                                                   gtraces_v2_merced_0002 15749542      12.86        0           0.00       30969701      10.62        0           0.00        3782348       49.95       0           0.00        1889189       80.09       0           0.00       0.49
                                                                   gtraces_v2_merced_0003 16204086      12.82        0           0.00       30988043      11.19        0           0.00        3973459       49.01       0           0.00        1947442       87.41       0           0.00       0.47
                                                                   gtraces_v2_merced_0004 16029739      12.32        0           0.00       29129346      11.66        0           0.00        3796429       43.47       0           0.00        1650379       82.04       0           0.00       0.53
                                                               gtraces_v2_sierra.a.3_0000 20655179      42.85        0           0.00       35868320      10.73        0           0.00        9690875       24.16       0           0.00        2341047       73.19       0           0.00       0.42
                                                               gtraces_v2_sierra.a.3_0001 20965308      31.37        0           0.00       34038913       8.78        0           0.00        7318939       25.73       0           0.00        1883226       72.06       0           0.00       0.49
                                                               gtraces_v2_sierra.a.3_0002 21182944      32.56        0           0.00       34283941       9.27        0           0.00        7746702       24.78       0           0.00        1919903       71.37       0           0.00       0.48
                                                               gtraces_v2_sierra.a.3_0003 21784976      29.90        0           0.00       35721136      11.04        0           0.00        8002164       26.42       0           0.00        2114195       77.35       0           0.00       0.46
                                                               gtraces_v2_sierra.a.3_0004 20571830      34.04        0           0.00       36102823      10.93        0           0.00        8365743       25.39       0           0.00        2124200       73.09       0           0.00       0.46
                                                               gtraces_v2_sierra.a.4_0000 21459614      24.40        0           0.00       36409053      12.43        0           0.00        7461611       38.30       0           0.00        2857966       80.42       0           0.00       0.37
                                                               gtraces_v2_sierra.a.4_0001 22241227      33.35        0           0.00       37772889      12.78        0           0.00        9424298       35.94       0           0.00        3387071       74.07       0           0.00       0.33
                                                               gtraces_v2_sierra.a.4_0002 22930181      29.81        0           0.00       35092870      12.32        0           0.00        8567164       36.01       0           0.00        3084904       71.57       0           0.00       0.34
                                                               gtraces_v2_sierra.a.4_0003 19996608      26.37        0           0.00       34384245      11.47        0           0.00        6921317       38.86       0           0.00        2689286       76.53       0           0.00       0.38
                                                               gtraces_v2_sierra.a.4_0004 20446010      20.79        0           0.00       33337098      13.29        0           0.00        6595336       41.62       0           0.00        2744668       84.77       0           0.00       0.39
                                                               gtraces_v2_sierra.a.6_0000 22925314      43.03        0           0.00       35006793      10.46        0           0.00       10217807       16.29       0           0.00        1664752       76.60       0           0.00       0.48
                                                               gtraces_v2_sierra.a.6_0001 21131260      41.92        0           0.00       33949580      13.39        0           0.00       10207054       26.21       0           0.00        2675366       84.87       0           0.00       0.41
                                                               gtraces_v2_sierra.a.6_0002 22988198      41.35        0           0.00       34844106      10.21        0           0.00        9907311       19.47       0           0.00        1928562       73.26       0           0.00       0.45
                                                               gtraces_v2_sierra.a.6_0003 22361427      43.01        0           0.00       34909119      11.72        0           0.00       10419449       22.58       0           0.00        2352491       78.88       0           0.00       0.42
                                                               gtraces_v2_sierra.a.6_0004 22670040      45.00        0           0.00       35402887      10.44        0           0.00       10534032       16.71       0           0.00        1759812       73.07       0           0.00       0.47
                                                                    gtraces_v2_tahoe_0000 12912186      15.77        0           0.00       36611833       6.16        0           0.00        3231379       45.62       0           0.00        1474142       79.11       0           0.00       0.57
                                                                    gtraces_v2_tahoe_0001 15733566      15.26        0           0.00       35246069       8.81        0           0.00        4120025       50.02       0           0.00        2060740       87.53       0           0.00       0.46
                                                                    gtraces_v2_tahoe_0002  9392741       1.32        0           0.00       31336982      13.12        0           0.00        2528870       56.60       0           0.00        1431259       83.78       0           0.00       0.62
                                                                    gtraces_v2_tahoe_0003 15783436      17.21        0           0.00       34975049       8.00        0           0.00        4257903       43.39       0           0.00        1847349       81.66       0           0.00       0.47
                                                                    gtraces_v2_tahoe_0004 12022962      14.21        0           0.00       37034202       6.04        0           0.00        2962580       47.45       0           0.00        1405827       84.80       0           0.00       0.57
                                                                    gtraces_v2_tango_0000 17271522      21.70        0           0.00       32273854       8.04        0           0.00        4762690       22.18       0           0.00        1056452       76.63       0           0.00       0.58
                                                                    gtraces_v2_tango_0001 18246326      12.14        0           0.00       29728534       8.47        0           0.00        3376120       30.64       0           0.00        1034521       85.31       0           0.00       0.65
                                                                    gtraces_v2_tango_0002 16518719      21.74        0           0.00       32659782       8.52        0           0.00        4719244       21.31       0           0.00        1005467       75.02       0           0.00       0.60
                                                                    gtraces_v2_tango_0003 17533248      19.99        0           0.00       31975971       8.51        0           0.00        4652564       26.06       0           0.00        1212360       75.50       0           0.00       0.55
                                                                    gtraces_v2_tango_0004 17004618      17.93        0           0.00       31468939       7.98        0           0.00        4145259       24.10       0           0.00         999065       79.55       0           0.00       0.60
                                                                   gtraces_v2_yankee_0000 13567543      21.63        0           0.00       34461862       8.71        0           0.00        4412551       48.18       0           0.00        2126091       65.97       0           0.00       0.48
                                                                   gtraces_v2_yankee_0001 13451439      19.50        0           0.00       34313297       8.62        0           0.00        4141694       49.53       0           0.00        2051537       69.13       0           0.00       0.48
                                                                   gtraces_v2_yankee_0002 15021081      14.00        0           0.00       32641178       7.63        0           0.00        3409899       45.75       0           0.00        1559884       63.72       0           0.00       0.61
                                                                   gtraces_v2_yankee_0003 13395342      21.47        0           0.00       34550015       8.56        0           0.00        4350267       48.82       0           0.00        2123887       57.21       0           0.00       0.51
                                                                   gtraces_v2_yankee_0004 13582916      19.86        0           0.00       34534641       9.02        0           0.00        4291535       49.45       0           0.00        2122034       58.08       0           0.00       0.50
